subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,sd_dwellTime,sd_travelTime,sd_runTime,p10_travelTime,p90_travelTime,p95_travelTime
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T16:10:00Z,31,47.618806451612905,19.429354838709678,67.04816129032258,21.335011585684462,3.2256308793618147,22.133593395706257,17.734,21.062,27.695
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T16:20:00Z,20,60.5435,35.21095,95.75444999999999,29.797462987202184,32.027885083035144,60.474110059790746,18.550600000000003,92.28030000000003,106.665
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T16:30:00Z,34,59.66823529411764,33.04732352941176,92.7155588235294,30.18478640384903,28.443103149462168,53.01156772629409,18.5,61.9157,85.725099999999685
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T16:40:00Z,35,54.76057142857143,29.1374,83.89797142857142,36.407807874043684,17.43216706551426,49.56686670696684,18.822200000000002,61.433400000000006,64.75200000000001
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T16:50:00Z,20,47.4368,17.30825,64.74505,19.63767080357224,4.8158199266365305,20.062218695781592,15.018,19.182700000000015,28.64395
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T17:00:00Z,29,48.33437931034483,15.393,63.72737931034483,30.186442452831834,2.5682071984724506,30.94876011065224,13.134,18.0866,19.798799999999993
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T17:10:00Z,24,52.95370833333333,12.149125,65.10283333333334,22.448417859383603,3.0217643034218904,24.104958080402692,8.943,14.651,14.651
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T17:20:00Z,30,39.781333333333336,13.257233333333334,53.03856666666667,26.356024624798568,4.118786921206151,26.018486768109685,9.466,18.211199999999998,20.667849999999994
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T17:30:00Z,21,42.71066666666667,7.157,49.867666666666665,19.06014433663432,1.858401086956204,19.382629363255475,6.256,10.095,10.534
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T17:40:00Z,29,34.996172413793104,13.459758620689655,48.45593103448276,23.095504494642867,2.965653946857643,22.630544223509446,10.487,16.355999999999998,18.593600000000002
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T17:50:00Z,19,35.86394736842105,9.572315789473684,45.436263157894736,23.332947876515455,1.0276901312399345,23.653483797534644,9.104,10.024599999999998,12.4555
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T15:00:00Z,16,36.190375,6.271875,42.46225,19.078610969267825,1.5262510879057003,18.892755805687354,5.592,8.055,9.8195
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T15:10:00Z,30,36.25136666666667,11.738833333333334,47.9902,22.907704968631954,5.128542207895039,25.39438670311977,7.616,14.233,18.09344999999998
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T15:20:00Z,27,41.919074074074075,13.91925925925926,55.83833333333333,19.704338815300254,3.163745316898854,20.246390757177135,11.7494,17.677799999999998,19.509
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T15:30:00Z,21,37.292142857142856,12.248190476190477,49.54033333333333,27.48909159882464,2.361491512139047,26.957243665355204,10.795,13.277,15.132
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T15:40:00Z,30,33.20186666666667,11.6371,44.838966666666664,17.900479070324526,7.219247287872072,18.991156430956423,7.844200000000001,11.439800000000004,13.94615
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T15:50:00Z,34,40.611558823529414,8.7455,49.357058823529414,28.162958115754964,2.279012109877808,28.640687863058776,6.649,11.790999999999999,12.694899999999993
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T16:00:00Z,15,37.1734,10.947466666666667,48.120866666666664,20.979738891879197,1.4629138665527717,20.87057773814155,8.866400000000002,11.757,11.757
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T16:10:00Z,31,26.751032258064516,8.694354838709678,35.44538709677419,18.03530323464486,3.191469594072999,18.149091385296067,5.53,10.539,14.849499999999999
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T16:20:00Z,20,46.5664,15.21405,61.78045,19.284462672535657,7.579952183400076,20.742955672950757,8.5395,16.818700000000018,29.57795000000001
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T16:30:00Z,34,41.24341176470588,12.517617647058824,53.7610294117647,22.99732521221155,8.793674462154362,24.735434293049625,6.942,19.7834,21.221449999999987
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T16:40:00Z,35,33.16665714285714,19.53862857142857,52.705285714285715,18.147816637340178,11.844877011468155,20.671689397894532,13.716,24.010800000000003,29.561399999999974
2nd to Broad,direction-1,8,14884,10th St,2021-01-01T16:50:00Z,20,40.3112,18.646,58.9572,24.161299018754853,2.776523631032916,24.245187100470933,15.493,21.205500000000004,22.9172
